,title,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,genre
1235,Gooey,Glass Animals,71,0.487,0.369,11,-13.424,0,0.0406,0.736,3.75e-05,0.0925,0.106,183.114,1gk3FhAV07q9Jg77UxnVjX,289307,4,indie
1236,Lost In The Light,Bahamas,54,0.597,0.267,2,-8.796,1,0.0309,0.793,0.0014,0.111,0.246,75.535,25J4d78ESH2MgAJoIakB8O,236720,4,indie
1237,So Good at Being in Trouble,Unknown Mortal Orchestra,0,0.829,0.435,0,-10.136,1,0.0515,0.0363,0.878,0.119,0.594,103.816,6BhIfXFnwUWMl2sqbTMjqP,230147,4,indie
1238,Bike Dream,Rostam,49,0.507,0.972,8,-2.723,1,0.087,0.0576,1.65e-05,0.14,0.797,120.076,1acb8u70kClk6NjITaZyuG,201760,4,indie
1239,Yam Yam,No Vacation,1,0.445,0.591,7,-9.004,0,0.0316,0.319,0.766,0.107,0.0774,137.864,1j56M8iOGH48yuKqj64qGK,216038,4,indie
1240,Seventeen,Sjowgren,2,0.58,0.665,7,-6.775,1,0.043,0.264,0.0315,0.0695,0.336,146.051,1fWwxmWor6QbvBeLSV428F,226952,4,indie
1241,Edge Of Town,Middle Kids,33,0.541,0.798,1,-3.891,1,0.0321,0.00635,0.000209,0.1,0.314,105.03,7f4WCVcAM8m3B7ThYYjeYu,225525,4,indie
1242,Coffee,Sylvan Esso,59,0.457,0.455,0,-8.112,1,0.188,0.348,0.00122,0.142,0.163,100.049,71cUqXJ3h1r0Ees6YdENLU,269693,4,indie
1243,Open Your Eyes,STRFKR,59,0.67,0.756,0,-4.299,0,0.0322,0.00549,0.599,0.152,0.402,129.988,0xxm1WskKZSCvbkGjkSMr2,232947,4,indie
1244,Superposition,Young the Giant,67,0.593,0.697,7,-5.416,1,0.0399,0.00289,0.0257,0.14,0.428,170.0,67YPjbcxUypwNOwYBZquq1,230960,4,indie
1245,Ancient Water,Future Islands,52,0.704,0.748,10,-9.55,1,0.0283,0.00716,0.233,0.112,0.689,129.981,24OSmmEzyRFpnEiZfgXqfW,235853,4,indie
1246,Eventually,Tame Impala,67,0.424,0.615,9,-6.217,0,0.0325,0.0158,0.000389,0.0844,0.155,77.935,5M4yti0QxgqJieUYaEXcpw,318591,4,indie
1247,Chateau,Angus & Julia Stone,50,0.661,0.589,5,-11.217,1,0.0368,0.637,0.863,0.111,0.603,129.987,0JH1gKAAJHdV5dukJVyFPY,273533,4,indie
1248,Gretel,(Sandy) Alex G,54,0.449,0.875,8,-6.172,1,0.041,0.118,0.469,0.29,0.43,140.078,36zqSzaPzQWZYDCNm1klgY,190218,4,indie
1249,Gravity Rides Everything,Modest Mouse,0,0.393,0.417,4,-8.994,1,0.0357,0.377,0.0679,0.479,0.71,102.386,4G2yqD7N1igPRafkvJb7S4,259827,4,indie
1250,Water Me Down,Vagabon,40,0.792,0.723,1,-9.673,0,0.0469,0.361,0.0919,0.103,0.19,115.425,79ap7oTftmfgDUBUsUcYqt,272230,4,indie
1251,White Winter Hymnal,Fleet Foxes,2,0.629,0.534,6,-9.054,0,0.0267,0.437,3.33e-06,0.328,0.649,124.964,1Er5JMNcguoBMFXxwZ7BWH,147027,4,indie
1252,Tailwhip,Men I Trust,59,0.8,0.655,9,-8.877,0,0.0416,0.415,0.0074,0.0961,0.598,114.004,2DoO0sn4SbUrz7Uay9ACTM,225263,4,indie
1253,You Only Like Me with the Lights Out,Avid Dancer,0,0.428,0.816,7,-5.672,1,0.0314,0.00592,0.00835,0.193,0.244,80.05,2zsogjhJg4yjyH0Coxk7Sl,258727,4,indie
1254,Toothpaste Kisses,The Maccabees,57,0.464,0.428,9,-13.303,1,0.0822,0.904,0.0991,0.362,0.466,101.582,6jeWgaprnGyAsRhUcNuZKX,159320,3,indie
1255,Water,Ra Ra Riot,1,0.575,0.848,4,-4.297,1,0.0885,0.131,0.0,0.11,0.42,159.941,1spp1NXsz4rHcVaJhhndKa,280333,4,indie
1256,17,Youth Lagoon,0,0.352,0.254,0,-8.51,1,0.0473,0.844,0.58,0.108,0.102,79.989,7GDbkrFBGrCb8ntbQPY3hQ,236000,4,indie
1257,waves - Tame Impala Remix,Miguel,67,0.529,0.894,2,-3.599,1,0.0412,0.308,5.38e-06,0.254,0.543,108.024,3lB0GMiI5KxDbTOG8V3bOx,253347,4,indie
1258,Feeling Ok,Best Coast,46,0.438,0.913,9,-3.438,1,0.0558,0.000142,0.00393,0.145,0.21,118.963,0hgsUnkawqDllP4OF4g9MN,196160,4,indie
1259,I Don't Wanna Be Funny Anymore,Lucy Dacus,0,0.595,0.772,8,-8.033,1,0.0367,0.126,0.926,0.221,0.345,134.9,0XC16VyM8jZgJFpR4ghFOF,163292,4,indie
1260,The Less I Know The Better,Tame Impala,85,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,6K4t31amVTZDgR3sKmwUJJ,216320,4,indie
1261,Kinky Afro,Happy Mondays,55,0.547,0.764,5,-12.552,1,0.0419,0.000523,1.79e-05,0.285,0.722,117.722,2ItPID4dgSL1t1ZbZCrg5S,239493,4,indie
1262,Friday I'm In Love,The Cure,75,0.526,0.763,0,-12.663,0,0.0341,0.00126,6.75e-05,0.359,0.514,136.205,4QlzkaRHtU8gAdwqjWmO8n,215160,4,indie
1263,Tender,Blur,64,0.587,0.566,9,-9.932,1,0.0276,0.47,0.0,0.0644,0.529,76.054,42cxPm9jgbaxIVN77XA1m6,461947,4,indie
1264,The Boy With the Arab Strap,Belle & Sebastian,58,0.577,0.828,7,-9.805,1,0.0556,0.358,0.013,0.0683,0.706,142.365,5GPPI3rnZDptLYRN4vTUoZ,314067,4,indie
1265,Common People,Pulp,4,0.319,0.839,0,-7.341,1,0.0404,0.00596,7.99e-05,0.0764,0.538,144.938,0LEoCPq4QlV2h41Fm5ENJ3,350373,4,indie
1266,1979 - Remastered 2012,The Smashing Pumpkins,74,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,5QLHGv0DfpeXLNFo7SFEy1,266200,4,indie
1267,Movin' on Up,Primal Scream,2,0.525,0.921,5,-5.7,1,0.0361,0.102,0.00111,0.07,0.493,94.274,4vb5W8R6XHysd5oKSNUx8j,224587,4,indie
1268,Motorcycle Emptiness,Manic Street Preachers,61,0.522,0.799,4,-3.641,1,0.0301,8.38e-06,0.0659,0.174,0.196,112.448,5ibELGcXGqX5x9TWFeNPxY,305707,4,indie
1269,Karma Police,Radiohead,74,0.36,0.505,7,-9.129,1,0.026,0.0626,9.22e-05,0.172,0.317,74.807,3SVAN3BRByDmHOhKyIDxfC,264067,4,indie
1270,Babies,Pulp,2,0.299,0.818,2,-7.942,1,0.0649,0.113,2.46e-06,0.0827,0.604,156.193,1pUNeXXcmAJOyK6TiVL49n,244827,4,indie
1271,The Universal,Blur,55,0.317,0.571,9,-7.669,1,0.0283,0.158,2.95e-06,0.0848,0.234,163.036,0qmCWYu7hOvriyuqXfPw7I,240120,3,indie
1272,Loaded - Edit,Primal Scream,2,0.67,0.716,8,-8.097,1,0.0656,0.000318,0.477,0.107,0.777,91.136,6CInKVeUjxZYpTLd177d0S,273240,4,indie
1273,There She Goes,The La's,68,0.533,0.761,7,-10.632,1,0.0298,0.013,0.829,0.207,0.917,122.777,4c6vZqYHFur11FbWATIJ9P,162187,4,indie
1274,Live Forever,Oasis,1,0.263,0.778,9,-5.418,0,0.0334,1.23e-05,7.64e-06,0.375,0.203,90.512,0ZyrgDl8C0Cq9Gt3nPxqvd,276867,4,indie
1275,Something Changed,Pulp,55,0.537,0.675,7,-8.332,1,0.0309,0.0226,0.0188,0.355,0.384,120.543,05FgZdqxXg40X0WG8MmWMA,198573,4,indie
1276,Love Spreads,The Stone Roses,1,0.417,0.877,2,-8.422,1,0.0495,0.00258,0.00165,0.398,0.593,91.578,1vW6lAtewJNs7oezT8wDQd,347093,4,indie
1277,Goddess On A Hiway - Remastered,Mercury Rev,54,0.467,0.761,9,-5.893,1,0.0386,0.0186,1.25e-06,0.0666,0.257,145.241,1ddq4weEupa9Mh4SH1ruIY,225333,4,indie
1278,Laid,James,3,0.488,0.968,0,-5.705,1,0.0375,0.0207,0.000124,0.148,0.584,116.223,3PJqVKBvamWgzODoRwqZGm,156867,4,indie
1279,The Only One I Know,The Charlatans,60,0.543,0.572,5,-13.124,1,0.0317,0.0685,0.00119,0.0823,0.533,113.312,17hdos7cv1vAvcfoTU4Pym,238120,4,indie
1280,The Drugs Don't Work,The Verve,3,0.44,0.498,0,-9.788,1,0.0264,0.229,0.0,0.173,0.157,77.368,2KArbNRAnfGcnZ1gSYhVy5,305067,4,indie
1281,The First Of The Gang To Die,Morrissey,3,0.533,0.915,11,-4.241,1,0.0365,0.0117,0.0,0.122,0.813,134.297,5zflsn7VI8qyvzrowMoTgF,218587,4,indie
1282,Dry The Rain (Remaster),The Beta Band,44,0.593,0.693,4,-8.576,1,0.0305,0.0283,0.084,0.172,0.749,150.489,3soLwFvqNYT90pZHSZhmK2,363538,4,indie
1283,Grace,Jeff Buckley,3,0.546,0.865,2,-5.704,1,0.0455,0.113,3.08e-05,0.246,0.239,128.014,113VT0dXCsqDAAfe8JQ2xm,322147,4,indie
1284,Beetlebum - 2012 Remaster,Blur,57,0.542,0.626,0,-7.105,1,0.0242,0.0789,0.000508,0.277,0.813,89.734,4OHVCeQYPncEwZOtNAJZZx,305213,4,indie
1285,Man On The Moon,R.E.M.,67,0.667,0.699,7,-7.574,1,0.026,0.42,0.000442,0.201,0.655,118.567,4jLv3tDBu8ww2R07DvL12s,314173,4,indie
1286,Into My Arms,Nick Cave & The Bad Seeds,4,0.484,0.0874,0,-17.796,1,0.0394,0.894,0.154,0.11,0.219,94.163,0dDDB5Y0USPabzqBmajLJr,256120,4,indie
1287,Bitter Sweet Symphony,The Verve,13,0.389,0.889,9,-6.546,1,0.0442,0.0415,0.0,0.463,0.524,171.121,5yEPxDjbbzUzyauGtnmVEC,358427,4,indie
1288,Linger,The Cranberries,5,0.438,0.428,7,-14.861,1,0.0263,0.0841,4.63e-05,0.138,0.209,94.864,1aLNpg2kKvUncflV8xE5AA,274760,4,indie
1289,Slight Return,The Bluetones,46,0.426,0.878,2,-8.274,1,0.0388,0.0237,0.000118,0.173,0.65,102.818,3ATIyi8OsM5ciO0CDd2iCs,200413,4,indie
1290,No Surprises,Radiohead,71,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,1bSpwPhAxZwlR2enJJsv7U,229120,4,indie
1291,Girl From Mars,Ash,3,0.236,0.797,9,-6.949,1,0.0447,0.0186,0.0,0.11,0.477,154.336,1JYs5OOgeW1jAOaiiLlJdx,213533,4,indie
1292,Chasing Rainbows,Shed Seven,1,0.202,0.853,4,-6.326,1,0.0475,0.0245,9.5e-05,0.143,0.37,100.625,5l6ab2amq8jjuNqaxFsVrl,265133,4,indie
1293,Disco 2000,Pulp,65,0.565,0.902,7,-7.579,0,0.0725,0.0132,0.0,0.0561,0.544,133.11,2aC8wwfrM0YeTAzzk8hxqC,273573,4,indie
1294,The Wild Ones (Remastered),Suede,43,0.449,0.56,3,-8.907,1,0.0268,0.55,0.000111,0.0536,0.351,84.689,10hLkl5k0NjO7QAJvoVzIy,290293,4,indie
1295,Just,Radiohead,61,0.291,0.767,7,-6.913,0,0.0862,0.000401,0.0119,0.0763,0.358,175.699,4SE81CrzH0qPA8KHqM9Syz,234800,4,indie
1296,Race For The Prize,The Flaming Lips,1,0.37,0.946,0,-3.849,1,0.0765,0.000206,0.0204,0.315,0.387,130.556,0XczuPchMUnMpsLvHOsg9Y,258333,4,indie
1297,Regret - 2015 Remaster,New Order,58,0.506,0.931,5,-5.635,1,0.0305,0.00146,0.0227,0.27,0.865,129.568,1UVll7jjUlqSGxCZ6uXVaD,248973,4,indie
1298,Do You Remember The First Time?,Pulp,1,0.401,0.879,7,-7.011,0,0.0508,0.0418,0.0,0.187,0.212,131.901,3rhITD3Q7qlOMCebBTHL8N,262573,4,indie
1299,Yes - Full Version,McAlmont & Butler,50,0.422,0.776,5,-7.127,1,0.0381,0.0244,0.0,0.143,0.405,109.796,6joAGL5IuD66Qgcz049ObW,293893,4,indie
1300,Novocaine For The Soul,Eels,55,0.409,0.717,6,-7.75,1,0.0395,0.000578,0.0632,0.0827,0.311,169.212,4uPi47C1WcnhIbvCx4zCu6,188693,4,indie
1301,Where Is My Mind?,Pixies,74,0.518,0.436,4,-14.134,1,0.0349,0.0157,0.000621,0.079,0.27,80.88,6mcxQ1Y3uQRU0IHsvdNLH1,236973,4,indie
1302,Mrs. Robinson - Remastered,The Lemonheads,61,0.495,0.936,4,-7.196,0,0.0401,0.0111,0.000709,0.276,0.837,107.394,5EugXICXL06waHgP4iTI58,224480,4,indie
1303,A Letter To Elise,The Cure,55,0.53,0.592,9,-13.444,1,0.0309,0.189,0.00174,0.198,0.795,150.224,7mEGddVRDdESAibWOnbXoA,312240,4,indie
1304,Alive,Pearl Jam,75,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,1L94M3KIu7QluZe63g64rv,340907,4,indie
1305,Waltz #2 (XO),Elliott Smith,58,0.633,0.49,10,-7.668,1,0.0255,0.395,6.92e-05,0.0886,0.66,132.178,5AMrnF761nziCWUfjBgRUI,280107,3,indie
1306,Malibu,Hole,59,0.528,0.904,2,-5.854,1,0.0343,0.000833,0.0,0.174,0.678,122.372,5bVOX6eyHsML2sB4aMlZEi,230040,4,indie
1307,Shiny Happy People,R.E.M.,71,0.452,0.909,9,-3.977,1,0.0366,0.0313,0.0603,0.23,0.805,124.623,1v2zyAJrChw5JnfafSkwkJ,225787,4,indie
1308,All You Good Good People,Embrace,51,0.232,0.719,11,-6.255,1,0.0428,0.000118,0.000226,0.119,0.323,165.906,72TPbqNS18yOlXa5USPSSo,366267,4,indie
1309,Creep,Radiohead,81,0.515,0.43,7,-9.935,1,0.0369,0.0102,0.000141,0.129,0.104,91.841,6b2oQwSGFkzsMtQruIWm2p,238640,4,indie
1310,No Rain,Blind Melon,73,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,6txWz9UapYHVxEd7dDIHXT,217107,4,indie
1311,If You Tolerate This Your Children Will Be Next,Manic Street Preachers,62,0.222,0.81,0,-6.189,1,0.0399,0.000188,0.0181,0.084,0.266,96.302,2VmyLy2HQlkevZYboXHM5O,290960,4,indie
1312,Born Of Frustration,James,48,0.522,0.93,10,-4.241,1,0.0437,0.0356,1.04e-06,0.522,0.291,111.011,7LbvpO06tNJzVpbbj96puU,276600,4,indie
1313,Let Forever Be,The Chemical Brothers,57,0.252,0.872,8,-3.752,1,0.0777,0.00912,8.79e-06,0.109,0.399,126.938,3m1JFLpKLYgMi1jf6Bu16P,236360,4,indie
1314,History - Remastered 2016,The Verve,51,0.338,0.638,2,-7.989,1,0.0332,0.105,0.0,0.102,0.113,133.99,52p8lRbIrKYjzwDMXgBVFO,326093,4,indie
1315,Corpses In Their Mouths,Ian Brown,49,0.779,0.529,10,-12.243,0,0.0382,0.00557,0.0943,0.11,0.917,108.804,3kkDPzmtGVHhmedF3v9k7v,249267,4,indie
1316,End of a Century - 2012 Remaster,Blur,48,0.446,0.686,7,-7.348,1,0.0303,0.211,0.0,0.205,0.493,80.571,4em17FyyrOE8Miw8rJwJhn,165840,4,indie
1317,Sit Down,James,3,0.561,0.706,9,-9.446,1,0.029,0.00263,0.00125,0.122,0.569,126.077,3idthQ24V2aPRcthv7Aq5o,244867,4,indie
1318,Black Hole Sun,Soundgarden,49,0.361,0.728,6,-8.519,1,0.0368,0.000291,0.000112,0.0701,0.155,105.768,7fURZRPkB2S70sYR1naKTK,318000,4,indie
1319,Sparky's Dream,Teenage Fanclub,0,0.473,0.96,4,-6.444,0,0.0766,0.003,0.000374,0.346,0.301,124.867,1yRvKs56kf5QzWelHfKAS8,195800,4,indie
1320,Walkaway,Cast,54,0.467,0.481,11,-10.17,1,0.0233,0.034,0.0102,0.106,0.328,80.043,3drQLSnECw7QSHMysFqFx7,231733,4,indie
1321,The Riverboat Song,Ocean Colour Scene,47,0.478,0.862,11,-5.513,0,0.0269,0.00942,1.28e-05,0.0756,0.608,106.295,1oPg2EYKf2hbS7aDyE8j3S,298640,3,indie
1322,Holes - Remastered,Mercury Rev,54,0.26,0.462,2,-7.611,1,0.0289,0.653,0.00025,0.107,0.0396,141.991,55mEIzlNXYiUXoYgx9S4PI,356853,4,indie
1323,Rock ‘n’ Roll Star - Remastered,Oasis,8,0.314,0.972,4,-3.21,1,0.0701,0.000421,0.00129,0.407,0.447,138.223,1lCuf3uU0ZdAiqxVuZUv67,322947,4,indie
1324,Beautiful Ones (Remastered),Suede,50,0.536,0.985,8,-4.982,0,0.0395,0.0489,0.0,0.369,0.826,99.082,0RxWeRjUUQqGUxOYn5gniE,230867,4,indie
1325,All I Need (feat. Beth Hirsch),Air,46,0.327,0.426,7,-11.576,0,0.027,0.878,0.000997,0.18,0.169,93.949,7jOM0KIKgIppqIEvEjixaj,268307,4,indie
1326,Loser,Beck,69,0.654,0.611,2,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387,5PntSbMHC1ud6Vvl8x56qd,235000,4,indie
1327,Hit,The Sugarcubes,0,0.541,0.877,0,-8.988,1,0.0372,0.0494,0.00126,0.129,0.934,108.378,08o1UvE9Jp18ZfGg5NiCnm,236827,4,indie
1328,It's A Shame About Ray,The Lemonheads,0,0.645,0.792,9,-8.671,1,0.0304,0.00164,0.000126,0.0799,0.705,131.388,4AzgZff7Jp0zfKljrPWz15,187040,4,indie
1329,The Day We Caught The Train,Ocean Colour Scene,49,0.521,0.727,2,-6.193,1,0.0388,0.0876,0.0,0.237,0.566,88.983,5bWLIVKl5UrbQ2xEGfAXOK,191640,4,indie
1330,Lost Myself,Longpigs,42,0.332,0.655,9,-6.731,1,0.0372,0.0251,0.000115,0.12,0.293,146.376,4OAWwm87TNnCqWx1YBFhTH,304467,4,indie
1331,Alright,Supergrass,72,0.467,0.958,4,-4.808,0,0.0775,0.000479,0.199,0.299,0.701,145.92,5xC8uOesnn0udeXAYlAnoY,180880,4,indie
1332,A Design for Life - Remastered,Manic Street Preachers,57,0.184,0.841,0,-4.723,1,0.0468,0.000827,4.34e-05,0.0422,0.348,88.225,0uJyE3M3ecGZgzltsQKs3a,257640,4,indie
1333,Parklife,Blur,57,0.634,0.877,4,-6.905,1,0.0607,0.152,0.0,0.328,0.749,138.388,3mqRLlD9j92BBv1ueFhJ1l,187040,4,indie
1334,Vapour Trail,Ride,41,0.396,0.79,4,-6.182,1,0.0306,0.000674,0.798,0.092,0.461,107.524,5gLZDzJ4mIWUtYbSWF5sXn,258173,4,indie
1335,Waking Up,Elastica,41,0.455,0.976,9,-3.757,0,0.0801,0.00274,0.623,0.0566,0.542,137.895,70LIe5IYE2TI8qqxePAoOR,195600,4,indie
1336,Saturn 5,Inspiral Carpets,50,0.578,0.733,0,-10.028,1,0.0318,5.57e-05,0.000134,0.318,0.755,127.766,7fmwCGS5Sj9mceTWlCUJMA,239160,4,indie
1337,Trash,Suede,53,0.439,0.993,11,-2.923,1,0.1,0.000937,6.29e-05,0.285,0.157,124.609,0eyTLxTwEYvqWm6NYSvA01,245947,4,indie
1338,Cannonball,The Breeders,2,0.506,0.761,3,-9.765,1,0.0404,0.00938,0.782,0.298,0.745,112.511,11nv53N7ZnNTCgyl8yxvYd,213693,4,indie
1339,Kelly's Heroes,Black Grape,33,0.631,0.933,7,-5.152,1,0.0577,0.000532,0.0021,0.0843,0.842,119.679,0z9XPPcA8CC9vnEn4F83If,262507,4,indie
1340,Trouble,Omar Apollo,59,0.665,0.349,6,-11.459,1,0.0443,0.594,0.0105,0.109,0.244,123.031,62UQj5LkqTpNaXqpY4i0Io,203213,4,indie
1341,"Blue Sea, Red Sea",Billie Marten,44,0.699,0.466,2,-11.781,1,0.0287,0.777,0.000447,0.0938,0.547,120.914,1TNIPwsB6knLXdlfjjnPTX,233417,4,indie
1342,Candy,Kate Bollinger,40,0.496,0.259,5,-14.202,1,0.0625,0.691,0.00194,0.0876,0.181,135.456,2PC6lbQhSTaeZIEGs7lHF6,231424,4,indie
1343,24 Hours,Postcard Boy,46,0.638,0.381,4,-10.807,1,0.0289,0.386,0.00815,0.124,0.15,127.904,17Ko2HhcCAHaXYLwV4uC8C,213927,4,indie
1344,A Dream of You,Far Caspian,53,0.661,0.657,4,-9.667,1,0.0253,0.0758,0.666,0.105,0.776,101.018,0LqZuRAroDVnV6LjDUGap1,258000,4,indie
1345,Curls,Bibio,61,0.497,0.348,9,-10.593,1,0.0285,0.879,0.796,0.722,0.227,82.176,3NLm801woJocONz1NmPJZR,197933,4,indie
1346,Pass The Hours,MorMor,54,0.778,0.639,6,-5.985,0,0.0292,0.179,0.000934,0.322,0.543,119.977,4EVpdoFt3L6sAa4hivmWz9,223440,4,indie
1347,Questioning My Mind,Ambar Lucid,50,0.453,0.551,5,-5.187,0,0.0323,0.487,0.000297,0.0825,0.135,180.118,0H2EwgDNxFwBY6gPnVmuV2,254920,4,indie
1348,Baby Blu,Nilüfer Yanya,14,0.773,0.741,9,-8.737,0,0.0428,0.0495,0.000961,0.102,0.647,124.969,2uXEIjY0BLmZLehKai9RRS,281171,4,indie
1349,Copilot,Tōth,0,0.505,0.574,4,-6.038,0,0.0327,0.773,0.032,0.142,0.292,88.874,1sK4hNmwCZNW4w4Z2NAnHh,243337,4,indie
1350,Café Amarillo,Local Natives,0,0.586,0.918,0,-5.845,1,0.0708,0.356,0.00153,0.128,0.31,111.994,0smkaatALDID1sIBXDWDL4,263880,4,indie
1351,To the Moon,Junodream,2,0.703,0.352,4,-14.859,1,0.0428,0.356,0.00378,0.0715,0.85,108.003,65AABj5XsDcxGT92w3jK0o,170021,4,indie
1352,Isle Of Strawberries,Edwin Raphael,0,0.624,0.25,1,-8.005,0,0.0307,0.604,5.41e-05,0.12,0.315,134.978,5WKAClOGDSDkCgEtGp6wx1,216370,4,indie
1353,Rainy Day Loop,SALES,51,0.837,0.39,11,-14.145,1,0.0418,0.33,0.405,0.0927,0.497,119.992,3kaxuMPzoUdM22m6oOCr1v,222000,4,indie
1354,On Ice,Michael Nau,37,0.685,0.589,4,-8.801,1,0.0288,0.276,0.336,0.133,0.961,116.473,4GgIUzrjuTFQ00C2jGKIRr,167176,4,indie
1355,In My Body,Sam Florian,42,0.632,0.718,0,-7.993,1,0.0448,0.0444,0.0,0.344,0.785,89.962,6IMpChUNroKqFsyj2jh92h,177424,4,indie
1356,Outside Sublime,Westerman,0,0.718,0.359,0,-12.643,1,0.0273,0.574,0.0387,0.134,0.466,99.978,1N4JlfiTYPcC3b1SoVs3qs,211354,4,indie
1357,Cartoon People,Billie Marten,56,0.715,0.207,10,-14.154,1,0.0336,0.912,0.0,0.13,0.247,109.043,2VV2bUDMP4sWx1500SBaq4,213539,4,indie
1358,Tal Uno,Barrie,52,0.533,0.623,11,-8.829,0,0.0258,0.0606,0.897,0.295,0.421,109.994,7eXDhsMpOFdsJWauZgq9qv,267275,4,indie
1359,Circles,Steve Benjamins,44,0.743,0.229,6,-15.785,0,0.0503,0.656,0.0523,0.11,0.472,141.956,204swkv9veaNPFDuX3Qkyn,240845,4,indie
1360,Heart and My Car,Summer Salt,0,0.748,0.57,4,-8.759,1,0.0307,0.686,0.0,0.0786,0.669,110.042,53mAiigGdkVIMItDdJjgLo,205680,4,indie
1361,Pizza Body - Edit,Conner Youngblood,38,0.661,0.462,4,-11.183,1,0.029,0.0305,0.329,0.133,0.521,135.94,4OqVdU4qEYloCoDAvEtPZS,218824,4,indie
1362,Estrangers,No Vacation,46,0.567,0.728,4,-6.421,1,0.0279,0.31,0.875,0.218,0.473,122.018,1yZxKqkxctrFSkCXb8BLKV,199733,4,indie
1363,Whatever Comes to Mind,MorMor,42,0.542,0.468,10,-7.796,1,0.0265,0.579,0.104,0.112,0.252,130.829,3mSDOXph5bbX3YfFIJLi64,249305,4,indie
1364,Speaking Sonar,Summer Salt,0,0.753,0.338,5,-12.786,1,0.0291,0.711,0.064,0.119,0.563,98.039,391urs5Mo2SLm5Cge12K5x,220333,4,indie
1365,All Of Our Yesterdays,Mac DeMarco,45,0.781,0.431,2,-10.375,1,0.128,0.172,0.14,0.0823,0.57,142.923,3hPFmyctDusOxzqdpB72EJ,243660,4,indie
1366,Heavenly,Cigarettes After Sex,54,0.539,0.431,8,-9.298,1,0.0249,0.628,0.653,0.11,0.122,105.156,1Bh0UzthW8pKEnYg7v40Oa,288595,4,indie
1367,When the Night is Over,Lord Huron,1,0.686,0.417,6,-6.294,0,0.0261,0.101,0.166,0.123,0.563,95.989,7GN6EEENu7xnl2lEipjN4X,311227,3,indie
1368,Beautiful Time,ONUR,39,0.473,0.527,7,-6.178,0,0.0729,0.0421,0.0,0.279,0.336,134.056,3qdb9PbihUEMX6nJJmlDfr,166343,4,indie
1369,Seven,Men I Trust,58,0.692,0.421,4,-10.948,1,0.0295,0.666,0.147,0.104,0.832,96.982,2dwvxOHnQjndZLowIR6PiS,225394,4,indie
1370,Monster,ALASKALASKA,0,0.474,0.471,6,-7.855,0,0.041,0.0496,0.00686,0.109,0.5,219.925,3wv0Ht6hXfj4zYdWctVnp1,233256,4,indie
1371,In Camera,Yumi Zouma,3,0.733,0.618,10,-7.629,1,0.0349,0.0285,0.0357,0.115,0.532,137.946,4vcyK8QHE6WsqiSnaBOtOS,204387,4,indie
1372,Wet Dreams,Daniela Andrade,51,0.643,0.335,0,-7.132,1,0.0261,0.84,0.0161,0.112,0.263,73.534,6TO72fq3wZajWVpXR83bO7,172080,4,indie
1373,No Quit,Michael Nau,49,0.491,0.675,7,-8.816,0,0.033,0.25,0.934,0.131,0.481,87.753,4g15kgCDhIdHEzbBJvCNd0,193520,4,indie
1374,Next to You (feat. Kazu Makino),Sam Evian,46,0.671,0.456,10,-9.225,0,0.0243,0.786,0.45,0.13,0.575,103.028,2mKtxLxiekDg8kH64LtTHK,265357,3,indie
1375,Birthday,Gia Margaret,0,0.478,0.513,2,-9.472,1,0.0288,0.176,0.732,0.0989,0.364,140.662,3IxeYgwfz5pmzuroWAzOTE,227423,4,indie
1376,Ayayai,Daniela Andrade,50,0.622,0.517,8,-7.607,0,0.0743,0.146,0.00423,0.139,0.525,80.003,5mNqz2m3qWWKKiQcvYrKP2,170013,4,indie
1377,Deep Green,Big Red Machine,38,0.537,0.46,7,-12.309,1,0.365,0.727,0.203,0.0929,0.244,174.855,6olfcPXDS2hOulkVtthQFt,239787,5,indie
1378,All I've Got,Modern Nomad,45,0.679,0.682,0,-9.481,1,0.0452,0.087,0.698,0.164,0.96,104.99,4rQQWZIMGLNa1SUXWKfJZc,174857,4,indie
1379,Dreamers,Alex Siegel,41,0.837,0.54,0,-7.14,0,0.0385,0.178,0.0858,0.0875,0.668,116.001,2eVzRsZ1qLjw3TJSk5Cqym,240000,4,indie
1380,Flowers for Vases,RKCB,50,0.663,0.551,7,-7.842,1,0.0353,0.07,2.11e-05,0.176,0.354,89.992,3XlE1iWXYyK4e0jtGef286,214668,4,indie
1381,Lovers Rock,TV Girl,66,0.559,0.871,5,-5.338,0,0.0392,7.53e-06,0.00524,0.096,0.573,104.976,1H7zdcRD0gLGQY0w5ejGgX,213920,4,indie
1382,"Momma, I've Got a Feeling - Joey Pecoraro Remix",Andrew Applepie,43,0.465,0.654,10,-5.871,1,0.0277,0.686,0.854,0.106,0.21,85.994,3MzuvokLBSrQlW06YPBy3D,204011,4,indie
